id_autor,nome,nacionalidade
1444,Matheus Pires,Afeganistão
1445,Milena Caldeira,Ilha de Man
1446,Pedro Camargo,Coreia do Sul
1447,Pietra Moraes,Ilha Wake
1448,Ana Cecília Fonseca,Noruega
1449,Dr. Mathias da Rosa,Guiana
1450,Calebe Teixeira,Barbados
1451,Gabriela Costa,Estados Unidos
1452,Otávio Marques,Cuba
1453,Theo Garcia,Liechtenstein
1454,Otto Peixoto,Bélgica
1455,Ayla Ramos,Eslovênia
1456,Isaac Novais,Ilhas Marshall
1457,Benjamin Pacheco,Timor Leste
1458,Leandro Machado,Paquistão
1459,Vinícius Cardoso,Trindade e Tobago
1460,Pietro Nascimento,Mônaco
1461,Alana Abreu,Uganda
1462,Dra. Zoe Ribeiro,Ilha Wake
1463,Alice Freitas,Montenegro
1464,Valentim Nunes,Antígua e Barbuda
1465,Josué Borges,Haiti
1466,Nathan Rocha,Tuvalu
1467,Dra. Anna Liz Moraes,Macau
1468,Luigi Mendonça,Navassa Island
1469,Isadora Aragão,Coral Sea Islands
1470,Sra. Ayla Barbosa,Mongólia
1471,Gabriela Moreira,Marrocos
1472,Vicente Peixoto,Luxemburgo
1473,Henry Gabriel Peixoto,Ucrânia
1474,Luan Rocha,Egito
1475,Luiz Otávio Caldeira,Panamá
1476,Raquel Ramos,Lituânia
1477,Benjamin Macedo,Domínica
1478,Gabriela Cardoso,Usbequistão
1479,Bruna da Mota,Antilhas Holandesas
1480,Manuela Casa Grande,Níger
1481,Cecilia Marques,Ucrânia
1482,Davi Luiz Carvalho,Botsuana
1483,Ana Clara Casa Grande,Territórios Austrais Franceses
1484,Nathan Pires,Síria
1485,Guilherme Guerra,Cabo Verde
1486,Francisco da Rocha,Vaticano
1487,Heloísa Azevedo,Eritreia
1488,Dr. Vicente Macedo,Guatemala
1489,Sr. Nathan Garcia,Estados Unidos
1490,Caio Cavalcante,Ilhas Salomão
1491,Otávio da Mata,Moldávia
1492,Manuella Porto,Svalbard e Jan Mayen
1493,Isis Moraes,São Tomé e Príncipe
1494,Dr. Vitor Sales,Somália
1495,André Sampaio,Noruega
1496,Dra. Marcela Pereira,Tailândia
1497,Maria Julia Castro,Malta
1498,Manuela Sousa,Níger
1499,Isabela Freitas,Ilhas Salomão
1500,Milena Pereira,Emirados Árabes Unidos
1501,Giovanna Mendonça,Guernsey
1502,Sophia Guerra,Chade
1503,João Gabriel Fernandes,São Tomé e Príncipe
1504,Eloah Barbosa,Somália
1505,Vinicius Viana,Maldivas
1506,Maysa da Cunha,Filipinas
1507,Mariana Fonseca,Svalbard e Jan Mayen
1508,Ana Beatriz Duarte,Singapura
1509,Ana Aparecida,Colômbia
1510,Lucas Siqueira,São Vicente e Granadinas
1511,Júlia Pacheco,Camboja
1512,Srta. Clarice Araújo,Eslovênia
1513,Liz Rodrigues,Argélia
1514,Maria Vitória Farias,Iraque
1515,Sra. Lavínia Novaes,Egito
1516,Luna Pacheco,Ucrânia
1517,Paulo Vargas,Líbano
1518,Pedro Miguel Siqueira,Angola
1519,Eloah Moura,Mauritânia
1520,Marina Mendes,Brunei
1521,Luísa Moraes,Vaticano
1522,Josué Almeida,Brunei
1523,Benicio Vieira,Trindade e Tobago
1524,Anna Liz Vargas,Vanuatu
1525,Pedro Lucas Nunes,Santa Helena
1526,Maria Luísa Albuquerque,Tonga
1527,Joaquim Cassiano,Hong Kong
1528,Sr. Ryan Azevedo,Polinésia Francesa
1529,Nathan da Luz,França
1530,Heloisa Aragão,Ilha Wake
1531,Maysa Aragão,Irlanda
1532,Bernardo Nogueira,São Marinho
1533,Manuela Novaes,Egito
1534,Lorenzo Ramos,Paquistão
1535,Luiz Otávio Machado,Suíça
1536,Ana Sá,Quirguizistão
1537,Igor Marques,Coreia do Norte
1538,Maria Costa,Comores
1539,Ana da Cunha,Itália
1540,Esther Fogaça,Suécia
1541,Sophie Gomes,Territórios Austrais Franceses
1542,Daniela da Cruz,Estados Unidos
1543,Srta. Ana Carolina Novais,Território Britânico do Oceano Índico
1544,Diego Garcia,Austrália
1545,Dr. Arthur Miguel Nunes,Tunísia
1546,Henrique Oliveira,Cazaquistão
1547,Breno Souza,Nicarágua
1548,Mariane Cirino,Brunei
1549,Sra. Valentina Nascimento,Ilha do Natal
1550,Pedro Miguel Gonçalves,Aruba
1551,Thomas Costela,Ashmore and Cartier Islands
1552,Rafael Lima,Marrocos
1553,Laís Alves,Roménia
1554,Agatha Marques,Aruba
1555,Daniel Pacheco,Dinamarca
1556,Sr. Raul Albuquerque,Butão
1557,Manuella Fernandes,Belize
1558,Luísa Rocha,Ilhas Virgens Americanas
1559,Maria Sophia Duarte,Omã
1560,Hellena Mendes,Ilha Bouvet
1561,Arthur Gabriel das Neves,Jersey
1562,Bryan Souza,Argentina
1563,André da Conceição,Somália
1564,Asafe Albuquerque,Bahamas
1565,Raquel Azevedo,Guiana
1566,Milena Abreu,Ilhas dos Cocos
1567,Diego da Rosa,Finlândia
1568,Luiz Otávio Rios,Costa do Marfim
1569,Rebeca Vieira,Itália
1570,Dr. Heitor Carvalho,Haiti
1571,Francisco Novaes,Togo
1572,Dr. Luiz Felipe Cavalcanti,Bulgária
1573,Pedro Henrique Leão,São Tomé e Príncipe
1574,Clara Viana,Cazaquistão
1575,Yago Brito,Honduras
1576,Vitória Pimenta,Argentina
1577,Melissa da Conceição,Camarões
1578,Dr. Brayan Dias,Pitcairn
1579,Sr. Rodrigo Pacheco,Luxemburgo
1580,Sra. Luara Camargo,Vanuatu
1581,Luiz Miguel Cunha,Marrocos
1582,Dra. Liz Mendes,Gibraltar
1583,Dr. Miguel Sales,Bósnia e Herzegovina
1584,Nina Souza,Ruanda
1585,Maria Eduarda Leão,Suíça
1586,Larissa Novais,Lituânia
1587,Isis Silva,Sri Lanka
1588,Murilo Rios,Gabão
1589,Alice Freitas,Indonésia
1590,João Gabriel Correia,Estônia
1591,Sr. Anthony Montenegro,Colômbia
1592,Theodoro Vieira,Ilha Bouvet
1593,Mathias Campos,Filipinas
1594,Dr. Pedro Henrique da Cunha,Tonga
1595,Theo Nogueira,Guiné
1596,Josué Câmara,Barbados
1597,Yasmin Sampaio,Antártica
1598,Srta. Sara Ramos,Rússia
1599,Jade Brito,Samoa Americana
1600,Matteo Costa,França
1601,Yuri Peixoto,Brunei
1602,Liam Silva,Costa do Marfim
1603,Benjamin Rios,Quirguizistão
1604,Sr. Daniel Costela,Ilha de Man
1605,Dr. João Guilherme da Cunha,Antilhas Holandesas
1606,Antonella Siqueira,Turquemenistão
1607,Ester Mendonça,Congo-Kinshasa
1608,Paulo Cavalcante,Zâmbia
1609,Sr. Gael da Cruz,Ruanda
1610,Hellena Cirino,Costa Rica
1611,Vitor Câmara,Suriname
1612,José Miguel da Costa,Costa do Marfim
1613,Mathias Farias,Faroé
1614,Luana Porto,São Vicente e Granadinas
1615,João Lucas Gomes,Montenegro
1616,Lívia Cunha,Cabo Verde
1617,Apollo da Rosa,México
1618,Manuella Garcia,Trindade e Tobago
1619,Laís Câmara,Mayotte
1620,Thales Costela,Ilhas Cook
1621,Davi Lucas Gonçalves,Cuba
1622,Hadassa Fogaça,Austrália
1623,Gustavo Dias,União Europeia
1624,Rael Almeida,Ilha Bouvet
1625,Luara Cirino,Bangladesh
1626,Bella Costa,México
1627,Maria Cecília Duarte,Dinamarca
1628,Maria Laura Nunes,Territórios Austrais Franceses
1629,Diogo Marques,Honduras
1630,Rafaela da Cruz,Paquistão
1631,Vitória Garcia,Coral Sea Islands
1632,Ísis Rodrigues,Tuvalu
1633,Gabriela Fernandes,Luxemburgo
1634,Yan Vasconcelos,Tokelau
1635,Enrico Borges,Usbequistão
1636,Anthony Gabriel Fernandes,União Europeia
1637,Ian Castro,Vanuatu
1638,Dante Moreira,Ilha Wake
1639,Maria Alice Pires,Marrocos
1640,Dr. José Miguel Vargas,Índia
1641,Brayan Costa,Palau
1642,Noah Costela,Reino Unido
1643,Pedro Silva,Sérvia
1644,Ana Vitória Mendonça,Usbequistão
1645,Pedro Lucas Aragão,Ilha Bouvet
1646,Rafael Macedo,Hungria
1647,Otto Moraes,Camboja
1648,Gael Henrique Viana,Omã
1649,Thiago Nascimento,Geórgia do Sul e Sandwich do Sul
1650,Henry Gabriel Cunha,Libéria
1651,Anthony Gabriel Pires,Montenegro
1652,Davi Lucas Vasconcelos,Mônaco
1653,Lavínia Freitas,Rússia
1654,Nathan Moreira,República Dominicana
1655,Luna Machado,Croácia
1656,Alice da Paz,Japão
1657,Alice Porto,Azerbaijão
1658,Milena Silva,São Tomé e Príncipe
1659,Maysa Azevedo,Dhekelia
1660,Sr. João Vitor da Paz,Seicheles
1661,Diego da Mota,Armênia
1662,Dr. Raul Nogueira,Fiji
1663,Raul Correia,Honduras
1664,João Guilherme Cassiano,Granada
1665,Luara Nunes,Ilhas Virgens Britânicas
1666,Marcos Vinicius Rocha,Botsuana
1667,Leandro Cavalcanti,Cazaquistão
1668,Sra. Isabelly da Paz,Kuwait
1669,Marina Leão,Suíça
1670,Maria Costa,Emirados Árabes Unidos
1671,Nicole Marques,Belize
1672,Leonardo Borges,Coreia do Norte
1673,Oliver Castro,Trindade e Tobago
1674,Sophie da Rocha,Iraque
1675,Otávio Martins,Macedônia do Norte
1676,Gabriel Moura,Geórgia do Sul e Sandwich do Sul
1677,Alice Sá,Aruba
1678,Kevin Pimenta,Ilhas Virgens Americanas
1679,Maria Isis Campos,União Europeia
1680,Nicolas Cardoso,Luxemburgo
1681,Ayla Silveira,Polônia
1682,Augusto Nogueira,Ilhas Virgens Americanas
1683,Caio da Cruz,Quiribáti
1684,Davi Lucas Mendes,Botsuana
1685,Kamilly da Costa,Polônia
1686,Valentim Rezende,Jordânia
1687,Sr. Yago Vasconcelos,Andorra
1688,Yuri Borges,China
1689,Ana Vitória Aparecida,Bósnia e Herzegovina
1690,Dra. Sophia Lima,Ruanda
1691,Davi Lucca Pinto,Costa Rica
1692,Ana Sophia Melo,Costa Rica
1693,Kamilly Sales,Santa Helena
1694,Hadassa da Costa,Ilhas Salomão
1695,Luana Cassiano,Aruba
1696,Gustavo Henrique Borges,Pitcairn
1697,Gabriela Farias,Trindade e Tobago
1698,Alexia Porto,Turquia
1699,Ana Vitória Fonseca,Trindade e Tobago
1700,Júlia Almeida,Quênia
1701,Asafe Cunha,Antártica
1702,Mariane Camargo,Faroé
1703,Maria Cecília Lima,Chile
1704,Dr. Marcos Vinicius Rezende,Fiji
1705,Luan Garcia,Dhekelia
1706,Carolina Abreu,Belize
1707,Pedro Lucas Moreira,Somália
1708,Natália Guerra,Coral Sea Islands
1709,Catarina Pastor,Maldivas
1710,Mariane Nascimento,Suécia
1711,Benjamim Silveira,Iran
1712,João Guilherme Sales,Emirados Árabes Unidos
1713,Ian Almeida,Groenlândia
1714,Larissa Vargas,Usbequistão
1715,Theodoro Silva,Guatemala
1716,Caio da Mata,Timor Leste
1717,João Lucas Jesus,Barbados
1718,Rodrigo Cavalcante,Coreia do Norte
1719,Dr. Pedro Miguel Pires,Chade
1720,Camila Pereira,República Centro-Africana
1721,Mariah Borges,Andorra
1722,Joana Monteiro,Nepal
1723,Isabel Correia,Samoa Americana
1724,Catarina Pimenta,Antilhas Holandesas
1725,Lorena da Rosa,Taiwan
1726,Isaque Fernandes,Hungria
1727,Vinicius Siqueira,Costa Rica
1728,Amanda Castro,Salvador
1729,Dra. Bella Teixeira,Bósnia e Herzegovina
1730,Marcelo Cirino,Antilhas Holandesas
1731,Theodoro Fernandes,Croácia
1732,Arthur Sales,Ilhas Heard e McDonald
1733,Sr. Erick Gonçalves,Benim
1734,Vitor Hugo Rocha,Mauritânia
1735,Otto Cirino,Ucrânia
1736,Eduardo Jesus,Áustria
1737,Julia Silva,Benim
1738,Esther Novaes,Irlanda
1739,Kevin Moreira,Seicheles
1740,Diogo Carvalho,Ashmore and Cartier Islands
1741,Sophia Pastor,Territórios Austrais Franceses
1742,Lucas Gabriel Sales,Território Britânico do Oceano Índico
1743,Isabelly Carvalho,Jordânia
1744,Davi Miguel Montenegro,Congo-Kinshasa
1745,Luiz Fernando Machado,Suíça
1746,Théo Jesus,Dinamarca
1747,Marcos Vinicius Cunha,Namíbia
1748,Enzo Barbosa,Trindade e Tobago
1749,Srta. Maria Liz Costela,Cuba
1750,Eloá Guerra,Tonga
1751,Hadassa Castro,Eslovênia
1752,Aylla Moraes,Sudão
1753,Agatha Silva,Paquistão
1754,Dra. Ana Carolina Monteiro,Akrotiri
1755,Daniel das Neves,Benim
1756,Antony Vargas,Togo
1757,Maria Cecília da Costa,Cuba
1758,Arthur Miguel Duarte,Ashmore and Cartier Islands
1759,Bryan Vasconcelos,Egito
1760,Bella Carvalho,Bulgária
1761,Srta. Sophia Novais,Cuba
1762,Isabela da Costa,México
1763,Pedro Henrique Jesus,Honduras
1764,Dr. Benjamim Fonseca,Moldávia
1765,Maria Flor Sampaio,Cuba
1766,Ana Júlia Lopes,Coreia do Norte
1767,João Lucas Correia,Santa Lúcia
1768,João Pedro Porto,Bangladesh
1769,Thomas Cunha,Austrália
1770,Rael Abreu,Ilha de Man
1771,Marcos Vinicius Nunes,Quirguizistão
1772,Dra. Ana Cecília Araújo,Egito
1773,Emanuelly Costela,Tokelau
1774,Gustavo Henrique das Neves,Ilhas Cook
1775,Josué Vasconcelos,Brasil
1776,Antônio da Cruz,Eslováquia
1777,Eloah Alves,Iran
1778,Yasmin Jesus,União Europeia
1779,Davi Luiz Vargas,São Vicente e Granadinas
1780,Lívia Correia,Seicheles
1781,Gabrielly Oliveira,São Tomé e Príncipe
1782,Davi Luiz Leão,Estônia
1783,Sofia Santos,Marrocos
1784,Alice Peixoto,Jan Mayen
1785,Emanuelly Aparecida,Austrália
1786,Giovanna Pereira,Dinamarca
1787,Isabel Cassiano,Singapura
1788,Maria Cecília Abreu,Madagascar
1789,Mariane Almeida,Peru
1790,Luara Aragão,Argélia
1791,Nicole Barros,Sérvia
1792,Gabrielly Costa,Nova Caledónia
1793,Leandro Alves,Líbia
1794,Giovanna das Neves,Madagascar
1795,Gabrielly Cavalcanti,Egito
1796,Vitor Machado,África do Sul
1797,Théo Gomes,Países Baixos
1798,Sr. Diogo Gonçalves,Bahamas
1799,Alícia Costa,Eritreia
1800,Isabel Jesus,Austrália
1801,Brayan da Cunha,Quirguizistão
1802,Marcela Oliveira,Andorra
1803,Theo da Conceição,Territórios Austrais Franceses
1804,Igor Pimenta,Índia
1805,Dr. João Felipe Vasconcelos,Ashmore and Cartier Islands
1806,Matteo Melo,Palau
1807,Maria Júlia Gomes,Israel
1808,Maria Laura Martins,Quiribáti
1809,Clara da Cunha,Ilhas Marshall
1810,Antonella da Luz,Camboja
1811,Sr. Enzo Gabriel Castro,Uganda
1812,Luara Castro,Omã
1813,Daniel Sousa,Arábia Saudita
1814,Maysa Gomes,Uruguai
1815,Lorena Duarte,Turquia
1816,Bento Albuquerque,Panamá
1817,Ana Beatriz Moura,Hungria
1818,Isabelly Cassiano,Tailândia
1819,Dr. Cauê Macedo,Clipperton Island
1820,Mateus Albuquerque,Birmânia
1821,Asafe Carvalho,Itália
1822,Allana Peixoto,Argentina
1823,Rafaela Mendonça,Tailândia
1824,Maria Cirino,Costa Rica
1825,Luiz Felipe Montenegro,Estônia
1826,Maria Laura Vasconcelos,Vanuatu
1827,Camila Camargo,Coreia do Sul
1828,Caroline Aparecida,Luxemburgo
1829,Heloísa Sampaio,Ucrânia
1830,Igor da Costa,Nauru
1831,Dante da Mata,Reino Unido
1832,Srta. Isabel Albuquerque,Domínica
1833,Isabelly Barbosa,Tanzânia
1834,Arthur Cavalcanti,China
1835,Srta. Ana Lívia Peixoto,Suazilândia
1836,Dr. Oliver Vieira,Malta
1837,Esther Monteiro,Iran
1838,Sophie da Rocha,Nauru
1839,Joaquim Rocha,Turquia
1840,Benjamim Aragão,Domínica
1841,Fernando Porto,Sudão
1842,Benício Andrade,Sérvia
1843,Cauê Almeida,Belize
1844,Pedro Miguel Pastor,Samoa Americana
1845,Ian Mendes,Mauritânia
1846,Vitor Hugo Castro,Brasil
1847,Sophie Sá,Ilhas Falkland
1848,Sra. Giovanna Dias,São Cristóvão e Neves
1849,Laís Pereira,Cabo Verde
1850,Sra. Lavínia Garcia,Israel
1851,Francisco Almeida,Países Baixos
1852,Noah Pastor,Bermudas
1853,Vinicius Novaes,Comores
1854,Eloá Garcia,Nauru
1855,Sra. Bella das Neves,Dhekelia
1856,Dr. Henrique Viana,Austrália
1857,Ravi Teixeira,Burundi
1858,Ayla Oliveira,Nauru
1859,Maria Laura Pinto,Ruanda
1860,Maria Luísa Ramos,Estados Unidos
1861,Nicolas Porto,Chipre
1862,Samuel Silva,Jan Mayen
1863,Maria Clara Sales,Etiópia
1864,Marcos Vinicius Vieira,Bélgica
1865,Dra. Hadassa Novais,República Checa
1866,Davi Lucca da Mota,Honduras
1867,Cecília Rocha,Camarões
1868,Luiz Otávio Jesus,Armênia
1869,Alícia Vieira,Catar
1870,Renan Caldeira,Peru
1871,Eduarda Aparecida,Camarões
1872,Léo Fonseca,Filipinas
1873,Sr. Heitor Sampaio,Tokelau
1874,Maria Sophia Fernandes,Congo-Kinshasa
1875,Bianca Novais,Roménia
1876,Caio Rocha,Espanha
1877,Carlos Eduardo Nascimento,Moçambique
1878,Heloisa da Mata,Omã
1879,Brayan Pimenta,Nigéria
1880,Luiza Jesus,Nova Zelândia
1881,Miguel Fonseca,Equador
1882,Davi Miguel Araújo,Granada
1883,Juan Aragão,Síria
1884,Luan Nunes,Cuba
1885,Zoe Fernandes,Dinamarca
1886,Lucas Cardoso,Monserrate
1887,Sra. Ana Liz Barbosa,Territórios Austrais Franceses
1888,Thomas da Paz,Nepal
1889,Srta. Emanuelly Fonseca,Iraque
1890,Yago Peixoto,Argélia
1891,Natália da Rocha,Ilhas Caiman
1892,João Miguel Brito,São Marinho
1893,Luiz Felipe Mendes,Polinésia Francesa
1894,Rhavi Sales,Eslováquia
1895,Eloá Oliveira,Espanha
1896,Otto Sampaio,Guiné
1897,Maya Brito,Mayotte
1898,Sr. Benjamin Caldeira,Ilha do Natal
1899,Henry Gabriel da Conceição,Gibraltar
1900,Bruna Pereira,Irlanda
1901,Srta. Eduarda Casa Grande,Ilhas Cook
1902,Renan Cassiano,Fiji
1903,Alexia Araújo,Eslováquia
1904,Cauã Rocha,Marianas do Norte
1905,Rafael Rodrigues,República Dominicana
1906,Vinicius Garcia,Serra Leoa
1907,Aylla Oliveira,Chipre
1908,Joana Machado,Maurícia
1909,Isabela Abreu,Akrotiri
1910,Lara Brito,Mali
1911,Henry Gabriel da Mata,Bósnia e Herzegovina
1912,Ryan Freitas,Niue
1913,Eloah Siqueira,Belize
1914,Sra. Mariana Rios,Irlanda
1915,Luiz Gustavo Viana,França
1916,Lucca Cardoso,Wallis e Futuna
1917,Diogo Pereira,Santa Lúcia
1918,Carlos Eduardo das Neves,Ilhas dos Cocos
1919,Raul Nogueira,Anguila
1920,Davi Miguel Silveira,República Dominicana
1921,Sra. Beatriz Sá,Barbados
1922,Zoe Costa,Roménia
1923,Srta. Hellena Oliveira,Turquia
1924,Cecilia Cunha,Noruega
1925,Heloísa Novais,Ilha do Natal
1926,Maysa Araújo,Senegal
1927,Sr. Cauã Porto,Tajiquistão
1928,Pedro Lucas Freitas,Iêmen
1929,Dra. Ágatha Lima,Polônia
1930,Kaique Melo,Moldávia
1931,Ravi Azevedo,Ilhas Virgens Britânicas
1932,Augusto Almeida,Navassa Island
1933,Melina Cirino,Estados Unidos
1934,Pietra Leão,Vanuatu
1935,Augusto Correia,Maurícia
1936,Sr. Gabriel Nunes,Santa Lúcia
1937,Eduarda Vasconcelos,Indonésia
1938,Gustavo Dias,Akrotiri
1939,Maria Cecília Oliveira,Tonga
1940,Pedro Miguel Santos,Ruanda
1941,Emanuelly da Cunha,Nicarágua
1942,Benicio Farias,Belize
1943,Maria Fernanda da Cruz,Bósnia e Herzegovina
1944,Pedro Pereira,Tanzânia
1945,Leandro Pinto,Ashmore and Cartier Islands
1946,Dr. Anthony Gabriel da Cunha,Ilhas Falkland
1947,Clara Gomes,Ilha de Man
1948,Guilherme Sá,Namíbia
1949,Sr. Bryan da Mota,Paraguai
1950,Maria Clara Oliveira,Iêmen
1951,Clarice Carvalho,Bangladesh
1952,Luara Araújo,Irlanda
1953,Caio Silva,Trindade e Tobago
1954,Esther Araújo,Bélgica
1955,Isadora Santos,Turquemenistão
1956,Lucca Farias,Bermudas
1957,Enzo Casa Grande,Anguila
1958,Srta. Maria Júlia Sousa,Bulgária
1959,Sr. Marcos Vinicius da Cunha,Índia
1960,Dra. Maria Sophia Machado,Indonésia
1961,Murilo Aragão,Zâmbia
1962,Olivia Borges,Filipinas
1963,Maya Pimenta,Ruanda
1964,Henry Gabriel Novais,Marianas do Norte
1965,Paulo Fernandes,Akrotiri
1966,Caroline Siqueira,Pitcairn
1967,Srta. Marcela Viana,Gibraltar
1968,Maria Luísa Castro,Finlândia
1969,Anna Liz Ramos,Jan Mayen
1970,Caleb das Neves,Maurícia
1971,Bruno Sales,Cuba
1972,Maria Luísa Barros,Iran
1973,Luísa Nogueira,Tonga
1974,Heitor Cavalcanti,Jibuti
1975,Vitor Moura,Letônia
1976,Melina Almeida,Líbia
1977,Lara da Paz,Japão
1978,Oliver Oliveira,Ilha Bouvet
1979,Sr. Cauê Brito,Azerbaijão
1980,Bianca Cavalcanti,Mauritânia
1981,Dr. Vinícius Ferreira,Quirguizistão
1982,Thiago Andrade,Costa Rica
1983,Sra. Heloísa Pereira,Guiné
1984,Luísa Camargo,Tonga
1985,Ana Clara Carvalho,China
1986,Mariana da Rocha,Roménia
1987,Clarice Rios,Guiné-Bissau
1988,Juliana Jesus,Suazilândia
1989,Srta. Clarice Oliveira,Trindade e Tobago
1990,Luiz Felipe Campos,Belize
1991,Renan Novais,Japão
1992,Giovanna da Paz,Maldivas
1993,Srta. Maria Farias,Países Baixos
1994,Ravi da Mota,Iêmen
1995,Matteo Camargo,Sri Lanka
1996,Yuri Araújo,Islândia
1997,Dr. Luiz Henrique Fonseca,Angola
1998,Davi Lucas Monteiro,Uganda
1999,Sr. Lucas Gabriel Marques,Mayotte
2000,Srta. Olivia Correia,Tonga
2001,Bento Jesus,Kuwait
2002,Henry Gabriel Silva,Usbequistão
2003,Laura Aparecida,Gana
2004,Olívia Novais,Gabão
2005,Enzo Gabriel da Luz,Guiné Equatorial
2006,Nicolas Barros,Eritreia
2007,Maitê Mendonça,Mayotte
2008,Vitor Gabriel Carvalho,Chile
2009,Sra. Sophia Jesus,Mongólia
2010,Francisco Aparecida,Chipre
2011,Joaquim Fernandes,Alemanha
2012,Ana Julia Lopes,Burquina Faso
2013,Daniel Pimenta,Wallis e Futuna
2014,Maria Julia Vargas,Uruguai
2015,Maitê Duarte,Dhekelia
2016,Evelyn Montenegro,Ilhas Heard e McDonald
2017,Hadassa Teixeira,Ilhas Marshall
2018,Eloá Ramos,Jordânia
2019,Davi Melo,Azerbaijão
2020,Clarice da Rosa,Tajiquistão
2021,Liam Correia,Comores
2022,Maya Ramos,Suécia
2023,Brenda Costa,Kuwait
2024,Luna Lima,Ashmore and Cartier Islands
2025,Joaquim Albuquerque,Afeganistão
2026,Srta. Marina Farias,Burquina Faso
2027,Pedro Miguel da Mata,Bahamas
2028,Ana Lívia Duarte,Malávi
2029,Sra. Ana Sophia Almeida,Svalbard e Jan Mayen
2030,Theodoro Souza,Bangladesh
2031,Lara Pastor,Bangladesh
2032,Pedro Miguel Cunha,Canadá
2033,Dra. Lavínia Cavalcante,Paraguai
2034,Srta. Ana Luiza Teixeira,Ilhas Cook
2035,Elisa Moraes,São Marinho
2036,Isis Freitas,Santa Helena
2037,Ana Julia Martins,Guiana
2038,Thales da Costa,Bermudas
2039,Leonardo Cavalcante,Bahamas
2040,Dr. Luiz Otávio Vargas,Bélgica
2041,Melissa Sousa,Libéria
2042,Vinicius Pereira,Haiti
2043,Luiza Pimenta,Nigéria
2044,Igor Nascimento,Liechtenstein
2045,Benjamim da Costa,Camarões
2046,Mariane Rios,Eslovênia
2047,Alexandre Lima,Iraque
2048,Luiz Otávio Macedo,Comores
2049,Davi Lucas da Cunha,Trindade e Tobago
2050,Ana Lívia das Neves,União Europeia
2051,Amanda Azevedo,Itália
2052,Luiz Fernando Sá,Burquina Faso
2053,Sra. Bárbara da Mota,Vietnam
2054,Caio Duarte,Países Baixos
2055,Miguel Camargo,Bósnia e Herzegovina
2056,Sr. Levi Pereira,Bielorrússia
2057,Ana Laura da Rosa,Congo-Kinshasa
2058,Maitê Pereira,Bolívia
2059,Davi Miguel da Rosa,Serra Leoa
2060,Lucca da Conceição,Afeganistão
2061,Thomas Oliveira,Porto Rico
2062,Pietra Sales,Territórios Austrais Franceses
2063,Sr. Arthur Miguel da Cunha,África do Sul
2064,Jade Brito,Pitcairn
2065,Melissa Brito,Ilhas Turcas e Caicos
2066,João Guilherme Correia,Guiné
2067,Ana Cecília Peixoto,Vietnam
2068,Sra. Eloá Pacheco,Antilhas Holandesas
2069,Maria Sophia Macedo,Dinamarca
2070,Henrique Vieira,França
2071,Pietra Porto,Clipperton Island
2072,Thiago Freitas,Benim
2073,Raquel Ferreira,Niue
2074,Eduardo Novais,Ilhas Falkland
2075,Luiz Gustavo Pereira,Ashmore and Cartier Islands
2076,Nathan Câmara,Jersey
2077,Lorenzo Moura,Bósnia e Herzegovina
2078,Sra. Luara Lopes,Burundi
2079,Dra. Ana Julia Gonçalves,Haiti
2080,Dra. Luara da Cunha,Belize
2081,Lívia Moraes,Zimbábue
2082,Breno Mendes,Eslováquia
2083,Dra. Giovanna Rezende,Malásia
2084,Eduarda Viana,Dhekelia
2085,Calebe Vargas,Congo-Brazzaville
2086,Davi Fernandes,Sérvia
2087,Sra. Valentina Dias,Mali
2088,Ana Cecília Montenegro,Mayotte
2089,Luiza Mendes,Líbano
2090,Rebeca da Cruz,Cabo Verde
2091,Calebe Mendonça,Uganda
2092,Mirella Cavalcanti,União Europeia
2093,Apollo Castro,Cazaquistão
2094,Valentina Nunes,Turquemenistão
2095,Ágatha Andrade,Ilha de Man
2096,Valentim Fernandes,Haiti
2097,Isabelly Freitas,Ilhas Turcas e Caicos
2098,Luísa Casa Grande,Maldivas
2099,Marcos Vinicius Cirino,Hong Kong
2100,Cecília Rezende,Antilhas Holandesas
2101,Hellena da Rocha,Bangladesh
2102,Heloísa Peixoto,Bélgica
2103,Gael Farias,Jibuti
2104,Srta. Ana Vitória Caldeira,Jordânia
2105,Gustavo Henrique Macedo,Paraguai
2106,Dr. Luiz Felipe Machado,Azerbaijão
2107,Vinícius das Neves,Croácia
2108,Mariah Souza,Domínica
2109,Davi Miguel Viana,Andorra
2110,Sr. João Pedro da Cunha,Portugal
2111,Clarice Rezende,Togo
2112,Pedro Miguel Ferreira,Panamá
2113,Ryan Jesus,Suíça
2114,Sabrina Vieira,Guiné-Bissau
2115,Antony da Paz,Ilhas Heard e McDonald
2116,Guilherme Ribeiro,Tonga
2117,Leonardo Sampaio,Congo-Kinshasa
2118,Isaque Cirino,Vanuatu
2119,Ryan Guerra,Argentina
2120,Pedro Miguel da Luz,Ilhas Marshall
2121,Ana Sophia Nunes,Ilhas Falkland
2122,Maria Laura Martins,Timor Leste
2123,Maria Helena Guerra,Filipinas
2124,Raquel Novaes,Salvador
2125,Ester Leão,Macau
2126,Vitor Nunes,Angola
2127,Matheus Cassiano,Guiana
2128,Thiago Costa,Ilhas Falkland
2129,Sra. Maria Liz Aragão,Uruguai
2130,Amanda Ribeiro,Iraque
2131,Isaque Barbosa,Birmânia
2132,Emilly Fonseca,Cuba
2133,Ana Lívia da Mota,Guam
2134,Allana Macedo,Nigéria
2135,José Pedro Guerra,Chade
