id_endereco,id_cliente,rua,numero,cidade,estado,cep
10552,21446,Campo Fogaça,79,Santos de Macedo,GO,62139230
10553,10993,Parque de Lopes,5,Caldeira Verde,SE,46550065
10554,4053,Pátio Heloísa Ferreira,43,Barbosa,MA,06806-272
10555,23454,Conjunto Cauê Cavalcante,88,Siqueira da Serra,TO,03795-300
10556,11198,Distrito de Pinto,9,Montenegro,MT,82112050
10557,20310,Lagoa Sales,7,Correia,PE,17308772
10558,17649,Vale Nogueira,96,Mendes da Praia,GO,00641-996
10559,122,Trecho de Cirino,705,Sales,SP,50692591
10560,4064,Avenida Bárbara Cavalcante,82,Casa Grande Grande,AL,98048-242
10561,12844,Jardim Lucca Silva,36,Alves,MT,41443-306
10562,22253,Estação Diogo da Mata,324,Barros,SE,47357-577
10563,8738,Travessa Silva,330,Rodrigues do Sul,RR,58043962
10564,6700,Morro Diogo Fonseca,92,Alves Alegre,GO,22329-503
10565,3733,Chácara Rodrigues,18,da Paz,MG,35418608
10566,9353,Núcleo Júlia Sá,17,Carvalho de Goiás,RR,22339378
10567,24052,Vale Ana Julia Porto,99,Cunha,PR,60250-863
10568,17803,Estrada Costa,77,Mendes da Prata,CE,17302-344
10569,24937,Esplanada Maria Luísa Vasconcelos,117,Costa das Pedras,RR,70642-186
10570,24074,Praça Sarah Souza,96,Novais,PE,80733491
10571,23730,Parque Laura Pereira,18,da Costa da Praia,MA,54855679
10572,16291,Recanto Farias,56,Lima de Leão,PB,87535244
10573,8157,Núcleo Josué da Mota,3,Andrade de Pires,PR,16909354
10574,11332,Sítio de Lopes,6,Guerra do Oeste,AP,32548037
10575,22979,Pátio de Jesus,870,Aragão do Amparo,CE,73814-172
10576,7778,Trevo Mariah Costa,93,Nogueira,PE,60761-240
10577,1940,Sítio Albuquerque,56,Costa do Galho,AC,48998-059
10578,17129,Quadra Guilherme Sampaio,543,Freitas,DF,17683220
10579,7462,Avenida de Dias,53,Sousa,AC,52781-494
10580,2920,Campo de Siqueira,83,Fernandes,RO,22587-556
10581,19885,Conjunto Rocha,80,Peixoto do Amparo,MS,19349454
10582,1618,Jardim Ribeiro,32,Câmara das Pedras,PE,79891558
10583,20631,Área Cunha,82,da Mata,RS,53079118
10584,9509,Colônia Luan Mendes,5,Moraes,BA,78860241
10585,13214,Lagoa Rodrigues,698,Borges de Goiás,PA,92534134
10586,3709,Vila de Marques,9,Garcia do Campo,PE,05105-612
10587,9036,Condomínio de Cassiano,818,Teixeira do Campo,PR,80079-748
10588,6888,Lago de Freitas,25,Rodrigues de Goiás,PI,73738-002
10589,24873,Alameda Otto Viana,43,Viana,PR,63953350
10590,17778,Lago de da Cruz,95,Machado Alegre,PI,31434818
10591,264,Campo Silva,665,Campos,PB,69300-362
10592,7225,Rodovia Antonella Andrade,986,Brito de Santos,PA,30291439
10593,8670,Campo Jesus,434,Costela do Sul,BA,12040734
10594,6311,Fazenda Vieira,499,Aragão,AC,13487-468
10595,96,Jardim de Campos,294,da Mata de Pires,MT,90483-701
10596,5760,Estação Nogueira,529,Guerra Paulista,BA,34817005
10597,13976,Rodovia Rios,47,Camargo,AC,19338439
10598,13250,Conjunto de Lopes,55,Moura da Mata,MS,12642227
10599,5396,Chácara Pacheco,87,Dias de Moura,AC,32471-949
10600,21594,Quadra Albuquerque,59,Cunha,DF,31229-219
10601,21698,Aeroporto de da Costa,54,das Neves,MA,20246022
10602,16619,Distrito de Gonçalves,395,Azevedo do Oeste,DF,69609902
10603,21101,Núcleo Viana,95,Sá da Praia,MG,18000211
10604,6263,Chácara Levi Dias,60,da Costa da Prata,PE,13264-480
10605,23343,Favela Macedo,4,Pinto do Sul,TO,79599661
10606,4760,Trecho Luan Leão,58,Pacheco Alegre,SE,14271651
10607,6703,Conjunto de Aragão,50,Pereira dos Dourados,AC,50469628
10608,1774,Morro Sá,89,Vargas dos Dourados,AC,10096331
10609,5469,Praça de Pinto,261,Mendes do Sul,MS,21269221
10610,5900,Distrito de Sá,8,Cardoso,RO,70065139
10611,1768,Avenida de Duarte,41,Mendonça,DF,28733603
10612,936,Jardim de Rios,9,Rocha de Goiás,PR,49987287
10613,15651,Chácara Maria Julia Lima,95,Freitas da Mata,RN,83879-258
10614,24872,Núcleo Carvalho,32,Albuquerque de Lopes,CE,89986-741
10615,20289,Vale Rios,259,Andrade,PB,09653720
10616,11454,Fazenda Isabela Vieira,8,Borges da Prata,RO,26254057
10617,5699,Praia Marcelo Pereira,52,Lopes,MA,79310962
10618,14315,Trecho Eduardo da Mata,799,Ramos de Goiás,MA,49959-042
10619,251,Distrito Augusto Cirino,70,Carvalho do Norte,BA,93670285
10620,10640,Praça Farias,57,Teixeira da Serra,MA,90063717
10621,13384,Esplanada Maria Laura Azevedo,79,Araújo do Norte,AM,19783-451
10622,11292,Vereda de Borges,57,Costela,SP,63099713
10623,7140,Largo Evelyn Moraes,7,Nunes da Serra,AP,73030281
10624,2155,Sítio Lorena Macedo,33,Casa Grande,PB,59150-842
10625,22594,Trecho de Ferreira,18,da Luz de Goiás,AM,96887-370
10626,20589,Estação Brito,662,Pacheco das Flores,MS,22155-020
10627,16420,Passarela Marques,7,Abreu,PA,32124-981
10628,7738,Vale Pires,15,Mendonça,BA,42314-537
10629,22537,Trecho Sampaio,60,da Rocha,SE,94191-949
10630,16209,Via Heloisa Freitas,29,Souza,DF,53700-282
10631,13797,Viela de Moraes,449,Araújo,AP,70088-177
10632,20136,Lago de da Rosa,94,Nunes,BA,31613-782
10633,21485,Morro de Sampaio,6,Vieira de Goiás,SP,95137-869
10634,7069,Núcleo de Rios,5,Câmara,RO,76308-955
10635,9424,Quadra de Barbosa,268,Cavalcanti,RR,47444-987
10636,12807,Favela Pastor,8,da Mota de Novais,AP,40966-934
10637,24342,Aeroporto de Guerra,92,Rezende,AP,85808502
10638,9836,Estação da Paz,96,Peixoto,PI,68599-046
10639,18546,Feira Rezende,16,Souza,SC,98871-395
10640,24793,Conjunto Novais,41,Rocha do Amparo,CE,07050589
10641,20419,Colônia de Duarte,696,Azevedo,AM,34833-582
10642,9135,Ladeira da Cunha,51,Barbosa,RN,67934122
10643,8032,Viela de Siqueira,32,Novaes,MA,63182405
10644,21673,Fazenda Mendonça,60,Cardoso,BA,30017974
10645,582,Vila de da Costa,5,Garcia da Mata,SE,29578-251
10646,11087,Ladeira Rodrigues,95,Cassiano das Pedras,MG,04443449
10647,5011,Condomínio Cavalcanti,11,Camargo de Barros,AL,32616378
10648,6164,Recanto Pimenta,39,Porto da Prata,RN,41949046
10649,22739,Parque Monteiro,54,Sá do Galho,CE,74665218
10650,9457,Área Sá,778,Silveira das Flores,AM,56583-287
10651,1940,Trecho Sousa,25,Lopes do Oeste,MG,68386261
10652,1386,Quadra de Peixoto,61,Novaes,PA,07121401
10653,1329,Distrito Bento Moreira,2,Araújo da Praia,PI,86028-384
10654,18233,Fazenda de Vasconcelos,8,Albuquerque de Cassiano,AC,78003-725
10655,23999,Quadra de Viana,61,Camargo das Flores,MA,37842-580
10656,12160,Trecho Cunha,31,Pinto,TO,65605161
10657,1139,Chácara Casa Grande,90,Dias do Amparo,MT,14264052
10658,20080,Setor de Farias,68,Dias Paulista,RO,18233205
10659,53,Travessa de Carvalho,94,Lima do Amparo,ES,41890596
10660,7118,Largo Mariah Pastor,636,Sousa das Pedras,RR,13505-828
10661,23107,Largo Cardoso,74,Melo Alegre,SP,92238728
10662,14083,Aeroporto de Cassiano,8,Aragão,SE,66604458
10663,482,Área Nascimento,76,Gomes Alegre,RS,97602205
10664,18254,Avenida de Cavalcante,3,Camargo Alegre,RO,91665-773
10665,19052,Passarela José Pedro da Luz,95,Fogaça,PI,91192-128
10666,1904,Setor Renan Pires,35,Rios,AP,47052833
10667,11396,Avenida Olivia Sá,5,Aragão,TO,55970665
10668,1496,Quadra Freitas,33,Carvalho,RS,81496-854
10669,3956,Sítio Ravi Lucca das Neves,562,Rocha,MG,74466-411
10670,2695,Favela Ayla da Conceição,4,Porto,RO,71782683
10671,11660,Fazenda Lopes,77,Barbosa Grande,SC,34463163
10672,15014,Setor de Martins,19,Fernandes,GO,52897-734
10673,15186,Núcleo Fonseca,40,das Neves,MA,61658981
10674,22320,Núcleo de da Rosa,4,Nogueira do Sul,MS,93192820
10675,9877,Favela Nina Leão,5,Pinto,PB,05746684
10676,22964,Trecho de Campos,102,Melo da Prata,ES,67622312
10677,10185,Largo da Cunha,91,Castro,AL,40507821
10678,16587,Trecho de Siqueira,94,da Rosa de Minas,AC,24646-602
10679,9178,Campo de Machado,99,da Paz,RN,16379-238
10680,7805,Morro Yan Cavalcanti,45,Araújo,TO,98535-605
10681,23037,Condomínio Caroline Vargas,2,Freitas,RJ,68456-293
10682,12915,Campo de Novais,57,da Paz das Pedras,RJ,06332-329
10683,862,Loteamento Dias,89,Santos da Prata,ES,13899-966
10684,12616,Quadra Machado,8,Guerra,RR,78155-584
10685,13329,Loteamento de Ribeiro,4,Rodrigues Verde,TO,22657-942
10686,24345,Chácara Andrade,95,Barros,BA,62395454
10687,4984,Fazenda de Pimenta,39,da Paz de Vieira,CE,15862-250
10688,13198,Trecho Andrade,24,Araújo dos Dourados,ES,74666544
10689,12441,Viela de Costa,820,Borges de Dias,AL,63336340
10690,11405,Avenida de Lima,7,Mendes da Prata,CE,10653229
10691,1449,Área de Ribeiro,92,Sousa Verde,AP,94868-190
10692,10051,Praça Duarte,9,Machado,PR,82063-151
10693,871,Trecho de Casa Grande,50,Casa Grande,SE,57588-372
10694,6105,Via Guerra,59,Fonseca da Praia,CE,82195740
10695,12985,Morro Agatha Caldeira,63,Costa,RS,66344-465
10696,15269,Jardim Viana,99,Alves,PR,93404341
10697,20527,Praia Paulo Pereira,49,Almeida de Minas,AL,99721-002
10698,3129,Alameda da Rosa,5,Cunha Verde,DF,32904-234
10699,4202,Esplanada Breno Camargo,1,Camargo das Pedras,SE,80035645
10700,3623,Pátio Andrade,35,Costa da Praia,RR,92447-585
10701,24261,Ladeira Levi Pastor,40,Sousa de Ribeiro,ES,50283-880
10702,18773,Fazenda Fernandes,64,Lima,SC,77883478
10703,2225,Trevo Gustavo da Rocha,455,Cardoso do Norte,RJ,20589927
10704,19752,Feira Ana Lívia Mendes,46,da Conceição do Galho,RO,35931063
10705,18401,Largo Nathan Viana,62,Vargas da Mata,MG,52290-578
10706,22294,Chácara Sara Farias,17,Machado,RJ,97989914
10707,2899,Trevo Bento Machado,4,Novaes,SC,94633521
10708,17701,Via Santos,322,Viana Grande,BA,14763-593
10709,21706,Estação Luiz Otávio Cavalcante,42,Aragão,PB,66191931
10710,8287,Colônia Breno Cirino,30,Caldeira de Cavalcante,PB,47377285
10711,5946,Recanto de Rodrigues,1,Correia Alegre,AC,78042073
10712,7301,Distrito Farias,7,Mendes,ES,10928-526
10713,1595,Chácara Ana Laura da Mota,11,da Mota,RJ,86881-013
10714,12439,Feira de da Costa,35,Santos,PR,13951-129
10715,14878,Rodovia de Garcia,37,Rezende,MA,63655-800
10716,8686,Lagoa Ester Moura,13,Marques do Galho,RN,78373-836
10717,208,Fazenda Rocha,94,Siqueira Grande,BA,55687846
10718,5701,Lago de Nascimento,84,da Cruz,MT,08950929
10719,10604,Lagoa Pires,32,Guerra,PA,31813667
10720,24553,Rua Moraes,213,Pimenta,CE,98328-243
10721,9098,Rua Guilherme Pires,455,Pimenta,MS,23401135
10722,21378,Recanto Freitas,7,Teixeira do Amparo,TO,32024706
10723,15985,Viela de Almeida,91,Sousa do Campo,RR,14678039
10724,11343,Ladeira Erick Sales,90,Peixoto,PB,74794803
10725,19141,Vila de Duarte,70,Macedo,PA,30815-118
10726,10984,Pátio Henrique Silva,75,Sousa,AP,23619-845
10727,2777,Parque de Barros,711,Borges de Monteiro,SP,19099834
10728,24114,Vale Rebeca Pacheco,13,Alves de Goiás,PB,96051-119
10729,15139,Residencial Almeida,2,Pires,ES,60000575
10730,17171,Sítio Carvalho,60,da Rocha,AC,01048-488
10731,21595,Rua de Monteiro,47,da Rosa de Brito,RO,77725739
10732,1405,Condomínio Abreu,875,Fonseca de Goiás,SE,29939-452
10733,9490,Estação Moura,604,Cardoso da Mata,AL,85009852
10734,20473,Viaduto Alves,92,Câmara,AL,04425702
10735,24793,Condomínio de Pires,12,Sales Verde,AP,97243350
10736,15179,Fazenda Ravy Sampaio,62,Silva do Amparo,PI,82267-084
10737,808,Lagoa Matheus Silveira,96,Nogueira,GO,55571-910
10738,12356,Campo Câmara,972,da Conceição das Pedras,RR,79099-194
10739,1960,Lagoa Correia,35,Cardoso,RS,62734468
10740,21720,Feira Yan Peixoto,34,da Rocha,AM,88356099
10741,10479,Residencial de Barros,4,Moreira,SP,97050561
10742,10066,Alameda de Campos,47,da Cruz,MG,12361-908
10743,4935,Fazenda Machado,4,Melo,AL,49915-390
10744,3871,Fazenda Júlia Fogaça,245,Cavalcante,RO,79701-977
10745,19084,Passarela Andrade,49,Moraes,SP,73758-094
10746,3453,Loteamento de Cavalcante,23,Barros do Norte,DF,04776196
10747,6510,Praia de Albuquerque,35,Nascimento Alegre,PA,93400424
10748,17789,Feira de Macedo,42,Novais de Novais,BA,05425421
10749,19813,Alameda de Fonseca,488,Cavalcanti,RJ,32190-526
10750,3436,Vila Mateus Andrade,2,Gomes,RO,29596417
10751,6793,Condomínio Maria Júlia Gomes,85,Carvalho,SC,24818014
10752,17473,Travessa de Barros,58,Pinto das Pedras,DF,68755-808
10753,2169,Setor de Lima,5,Sá Paulista,RR,37919132
10754,22467,Setor de Rezende,63,Pires de Minas,CE,44886-285
10755,13537,Morro de Lima,12,Borges Alegre,MS,35302-316
10756,1171,Área Peixoto,62,Lopes,PI,46829-014
10757,14348,Esplanada Ana Clara Montenegro,9,Macedo de Goiás,AP,64231-857
10758,7428,Residencial de da Cruz,1,Melo de Montenegro,ES,82660877
10759,19871,Ladeira de Duarte,40,Gomes,GO,34433147
10760,3126,Feira de Leão,336,Albuquerque,PA,71447788
10761,12821,Sítio Ana Beatriz da Cunha,71,Duarte,RJ,96576258
10762,23475,Estrada de Aparecida,88,Peixoto da Prata,BA,63902337
10763,5660,Estação de Ramos,52,Vieira Alegre,CE,37696490
10764,19420,Aeroporto Aparecida,20,Barros Verde,SE,31288-307
10765,12956,Vereda da Mota,398,Aragão de Oliveira,SE,16611915
10766,21406,Condomínio Camargo,7,Nunes,AM,97570305
10767,12563,Lago Pacheco,541,Camargo de Minas,RJ,12288-131
10768,24668,Estrada de Rios,9,Correia Grande,DF,58177560
10769,24086,Morro Câmara,12,Gonçalves,MA,78637-502
10770,2656,Conjunto de Araújo,53,da Luz de Minas,DF,35976204
10771,22521,Chácara de Costela,95,Novais de Minas,RS,80347088
10772,16805,Parque Melo,63,Casa Grande,ES,48947822
10773,20889,Campo Eloá Rezende,39,Moreira de Sá,RJ,90909654
10774,19039,Estrada Vitor Câmara,91,Aragão,RS,48170-362
10775,17383,Trevo de Azevedo,24,Moreira do Amparo,RR,89112-944
10776,1344,Favela de da Luz,7,Albuquerque,AP,52904-939
10777,2065,Via Vasconcelos,760,Silva de Gonçalves,SC,73529899
10778,22431,Trecho de Souza,48,Almeida do Amparo,MT,22631030
10779,17088,Trevo de Duarte,61,Guerra da Mata,PI,61448937
10780,731,Vereda Sales,16,Sales,MS,46959-845
10781,7884,Travessa Barbosa,85,da Luz,PR,81344717
10782,9717,Rodovia de Abreu,35,Sampaio,TO,19888528
10783,9871,Chácara de Fogaça,754,Pereira,PI,74647-923
10784,17437,Passarela de da Costa,77,Pinto do Campo,PR,28971-587
10785,6046,Vale Yasmin Lima,22,Pacheco de Pinto,MS,79129-134
10786,17843,Setor de da Mota,35,Montenegro,AP,64434-915
10787,21132,Lagoa Arthur Gabriel Sousa,11,Pacheco,MA,35646636
10788,19946,Praia Noah Carvalho,98,Abreu dos Dourados,RJ,03614-438
10789,22405,Feira Isabelly Fernandes,1,Azevedo,PI,69999169
10790,11714,Largo Lorena Leão,235,Ramos,AC,42242-279
10791,18179,Setor da Cunha,82,Freitas da Serra,MA,24626-117
10792,21480,Loteamento Castro,65,das Neves,TO,34673-195
10793,1575,Lagoa de Moura,26,Pacheco das Pedras,RJ,59249667
10794,24194,Trevo de Carvalho,7,Pires,RO,85860-185
10795,21361,Rodovia de Santos,927,Vasconcelos,PA,66337813
10796,20965,Viaduto de Albuquerque,979,Cirino,GO,22692-141
10797,2966,Vila Guerra,323,da Rocha,AP,63058350
10798,24500,Residencial de Vargas,741,Aparecida,CE,51483-028
10799,18741,Via de Gomes,69,Jesus,MT,82578-827
10800,19850,Campo Correia,4,Montenegro do Amparo,RO,81991977
10801,15178,Parque de da Mota,84,Cavalcante do Oeste,RJ,33877-943
10802,9887,Condomínio Peixoto,59,Mendes das Flores,PI,37828-144
10803,12697,Trevo Castro,7,Pinto do Norte,RR,07176-786
10804,7536,Vila Ramos,710,Porto,AP,05705-623
10805,22824,Lago de Sá,40,da Paz de Pinto,RO,21135577
10806,20244,Conjunto Breno Peixoto,84,Peixoto de Barros,MA,52636811
10807,21069,Jardim Marcelo Dias,25,Duarte,RO,91639-928
10808,3395,Viaduto Rael Costa,44,Aparecida,SE,20196-203
10809,7232,Vale Pastor,769,Rezende do Norte,CE,61288234
10810,13114,Morro da Conceição,67,Dias do Oeste,MG,04376-799
10811,15618,Ladeira de Barbosa,20,Viana Alegre,PB,44526-506
10812,11880,Quadra de Pastor,51,Gonçalves do Galho,AM,85893764
10813,24884,Conjunto de Camargo,14,Oliveira de Vargas,PI,05242479
10814,16252,Chácara Leão,3,Macedo do Amparo,BA,68324-741
10815,15423,Esplanada de Duarte,875,Cassiano Verde,RS,46850827
10816,8026,Distrito Otto Viana,8,Sousa de Ramos,RO,39530-746
10817,23080,Viela Valentina Rios,53,Mendonça da Praia,TO,13114-691
10818,1897,Lago de Albuquerque,71,Silveira Verde,SE,74784-262
10819,23056,Feira Maria Cecília Sousa,60,Santos do Sul,DF,61033-183
10820,351,Ladeira Siqueira,76,Oliveira da Mata,AM,40962-733
10821,12573,Sítio Luiz Felipe Mendes,62,Pimenta do Oeste,PR,71114-885
10822,5747,Viaduto Rafaela Sales,30,da Costa Alegre,PR,21285900
10823,19079,Condomínio de da Mata,38,Moura,TO,92076663
10824,16546,Viela de Jesus,9,da Paz,AP,07712350
10825,18732,Distrito de Cassiano,645,da Mata Paulista,RN,99030567
10826,13696,Distrito Pedro Miguel Nunes,37,Macedo,BA,72289-164
10827,15296,Colônia de Monteiro,4,Souza,PA,03326182
10828,455,Feira Oliveira,50,Moraes,AL,16941-794
10829,12130,Núcleo Enzo Cassiano,81,Rezende do Amparo,ES,25330032
10830,23395,Conjunto Bruno Gomes,32,Ribeiro,GO,31042016
10831,6818,Praça Abreu,2,Rios,MT,66327-311
10832,15740,Residencial Davi Lucca Albuquerque,39,da Costa de Martins,ES,46450-220
10833,22781,Pátio de Santos,815,Rodrigues de Abreu,AP,00485-953
10834,20661,Praça de Costela,87,Montenegro Verde,PE,68859-357
10835,13947,Praia Vicente Monteiro,99,Pastor,SC,74612752
10836,9885,Colônia de Peixoto,9,Farias de Dias,SP,13294355
10837,4999,Lago Aylla Correia,70,Montenegro da Prata,CE,44605-979
10838,5251,Viela Nascimento,4,Siqueira,PE,08913-055
10839,1420,Estação Isaac Rezende,524,Vieira,MT,80341679
10840,22875,Lago de Rezende,77,Macedo,MT,62552976
10841,2619,Trevo Correia,5,Vargas do Norte,PR,59704-531
10842,13806,Setor de Moreira,40,da Cruz,AM,25300050
10843,16732,Rodovia Kevin Rios,59,da Costa do Campo,RS,00262941
10844,8729,Ladeira Aylla Silva,74,Ribeiro Grande,MG,81728-858
10845,17298,Chácara Laura Garcia,252,Cirino,SE,43384276
10846,20667,Residencial Milena Nunes,77,Monteiro,AL,46159-540
10847,23749,Via Enrico Silveira,84,Pastor Grande,MG,17245432
10848,6169,Esplanada de Costa,36,Pastor da Serra,MT,81567-931
10849,2412,Chácara Vitor da Rocha,76,Nascimento da Prata,MT,02851228
10850,5391,Via Barros,42,Cunha,AC,28694423
10851,8936,Largo Castro,44,Melo,SP,71874698
10852,10499,Largo de Novais,44,Souza de Moura,SC,77040253
10853,1302,Sítio Benjamin Machado,1,da Conceição de Barbosa,MA,27663-602
10854,2014,Vale Andrade,17,Cavalcanti,MG,43824-818
10855,9394,Esplanada Camargo,47,Souza das Flores,AM,57204-439
10856,8925,Feira Laís Barbosa,29,Monteiro dos Dourados,AL,72382949
10857,3743,Vale Mendes,875,Montenegro,PA,78062339
10858,10524,Conjunto de Pereira,35,Andrade de Goiás,SC,43288-858
10859,23038,Área Monteiro,81,Andrade,RR,04153-409
10860,17903,Esplanada Sousa,51,Fonseca,MG,99057-785
10861,9169,Ladeira Campos,795,Garcia,RO,13086753
10862,2478,Vila de Rios,81,da Paz Grande,AL,58281588
10863,8545,Quadra Luiz Felipe Nunes,256,Machado,RN,51116-475
10864,2834,Via Freitas,21,Aparecida Verde,PA,56881-529
10865,18314,Recanto Camila da Cunha,985,Andrade,RS,61981077
10866,5029,Conjunto de Moraes,7,Silva de Minas,ES,37209076
10867,22351,Vereda Samuel Fonseca,17,Santos de Gonçalves,RN,22499396
10868,17306,Largo Liz Fogaça,4,Araújo de Mendes,RN,06074736
10869,13300,Avenida Rezende,4,Nascimento,RN,20409-915
10870,21235,Pátio de Melo,2,Mendes,AM,31959-271
10871,2693,Trecho Martins,76,Leão,AC,29672408
10872,20500,Feira Rodrigues,97,Cunha das Pedras,RS,37142309
10873,11587,Lagoa Eduardo da Mota,52,Cardoso Verde,PB,26417-901
10874,19818,Lago de Guerra,45,Costela dos Dourados,GO,02220-472
10875,17593,Sítio de Rodrigues,83,Alves do Amparo,SP,61489-240
10876,7447,Estação Kamilly Pimenta,16,Andrade de Gonçalves,AM,40442120
10877,21284,Lago Sofia Gonçalves,594,Borges,RN,32967-232
10878,224,Trevo de da Luz,35,Gomes da Mata,BA,09417860
10879,20015,Praça de Casa Grande,5,Castro,RO,13857912
10880,816,Rua Alice Santos,92,Martins,RN,47947503
10881,22000,Núcleo Cardoso,16,Pastor Grande,RO,36689-321
10882,5928,Residencial Evelyn Novais,791,da Cunha,CE,00740057
10883,13560,Loteamento Isadora Vasconcelos,55,Silva,PR,55518496
10884,5897,Núcleo Correia,24,Borges da Prata,TO,29676579
10885,10062,Parque Câmara,260,Sales,PI,56762352
10886,13651,Distrito Hadassa Rodrigues,64,da Cunha,MG,31727047
10887,3240,Rua Teixeira,60,Cardoso Alegre,PI,01850602
10888,15877,Colônia da Rocha,15,Pinto de Garcia,RS,02608-027
10889,21940,Morro Vasconcelos,9,Nogueira,ES,24175-435
10890,9827,Esplanada de Caldeira,91,Pacheco do Galho,PB,69374-294
10891,14882,Estação Rios,89,Andrade,PA,29367070
10892,2286,Pátio de da Rocha,773,Sousa,PI,26693-441
10893,14966,Lago Vargas,38,Montenegro,SC,28439-123
10894,5840,Favela Dom Fogaça,17,Câmara,MT,86956365
10895,7088,Largo de Garcia,96,da Luz,MT,68515534
10896,24825,Aeroporto Lima,9,Correia de Ramos,MA,00014-886
10897,3728,Residencial da Rocha,91,Oliveira,AC,83455-043
10898,9057,Vila Marcela Freitas,7,Vasconcelos,RR,10992265
10899,15149,Setor Ana Lívia Cardoso,88,Mendonça,MA,71730996
10900,21657,Esplanada José Abreu,72,Dias,RN,02213294
10901,17077,Quadra de Ferreira,6,Lima do Norte,MA,81083-020
10902,11866,Largo Maria Liz Dias,27,Gonçalves,TO,42758-553
10903,5046,Pátio Nunes,36,Duarte do Norte,GO,58856604
10904,16619,Lago Ana Guerra,43,Costa das Pedras,BA,22192252
10905,10342,Distrito Vitória Barbosa,352,da Mata,AL,88011123
10906,16922,Viela de Abreu,45,Cassiano do Oeste,TO,68809-854
10907,19979,Jardim Júlia Oliveira,7,Moreira,DF,03330148
10908,5856,Rua Marques,83,Fonseca Alegre,MT,94860964
10909,15435,Área de Oliveira,11,Andrade de Alves,PE,02358674
10910,23305,Viela Leandro da Mata,95,Rios de Macedo,ES,65779-857
10911,8362,Conjunto Ian Fernandes,7,Costa,RN,48987186
10912,4216,Fazenda de da Cunha,65,da Mata,RN,21468010
10913,12621,Pátio Castro,79,Peixoto Alegre,SP,69831-287
10914,16037,Recanto Davi Lucas Pires,50,Garcia Alegre,ES,93474-335
10915,5930,Praça Rodrigues,4,Nunes,PB,22765908
10916,23773,Morro de Costa,11,Andrade de das Neves,SP,12357-596
10917,4478,Esplanada Ana Laura Borges,88,Pastor,RS,04633-113
10918,13334,Estrada de da Cruz,90,Vieira,AC,54665959
10919,24005,Largo da Rosa,43,Moraes,RO,87627961
10920,20199,Vila Sampaio,773,Marques do Amparo,AL,06598829
10921,4376,Lago Asafe Pacheco,107,Rocha,MS,35118717
10922,21074,Rodovia Martins,38,das Neves,AP,53646-015
10923,20332,Fazenda de Teixeira,436,Jesus,AM,52628-270
10924,15882,Parque de Sales,38,Rios de Goiás,AP,11080-259
10925,13140,Condomínio de Duarte,481,Nunes de Minas,MS,87033191
10926,915,Quadra Paulo Azevedo,74,Martins da Serra,PA,95654-364
10927,21418,Passarela Yasmin da Cunha,21,Nascimento dos Dourados,CE,26834-321
10928,4695,Distrito de Nogueira,697,Pinto,MA,24197-898
10929,18931,Quadra Beatriz Barbosa,71,Novais Paulista,AC,66723-278
10930,8002,Lagoa de Vasconcelos,35,Ferreira das Pedras,DF,10229-762
10931,2547,Vila de Sá,33,Abreu do Campo,GO,16685985
10932,24607,Núcleo José Silva,202,Aragão,MA,48027-597
10933,23450,Parque Caroline Leão,51,Moura,GO,10965-042
10934,17629,Setor Igor Barbosa,76,Santos de Novais,ES,13394-778
10935,6359,Praça de Cavalcante,63,Ramos,MA,16783-529
10936,12046,Esplanada Costa,294,Fonseca Alegre,TO,83672-273
10937,22787,Campo de Nogueira,7,Machado do Sul,AL,58169518
10938,779,Sítio de da Cunha,4,Costa do Oeste,RN,53185580
10939,9374,Ladeira Maria Cardoso,5,Jesus,MS,26964826
10940,20159,Área de Nascimento,3,Casa Grande,RR,14840548
10941,18241,Sítio Carvalho,20,Brito das Flores,MS,47215-024
10942,9676,Trecho Novaes,95,Andrade das Pedras,PB,29178-527
10943,13466,Passarela Brayan da Paz,6,da Rosa,DF,42694202
10944,10846,Lago de Abreu,73,Melo,RO,20801043
10945,8392,Loteamento Olívia da Rocha,908,Moura de Vasconcelos,SP,81183-671
10946,6032,Feira de Carvalho,73,Cavalcante da Serra,PI,61526333
10947,19232,Passarela Cavalcanti,492,Fogaça do Oeste,PB,30953-178
10948,23111,Esplanada Albuquerque,8,Novais,PI,41028654
10949,12338,Lagoa de Novais,17,Moraes do Sul,RS,12949947
10950,11085,Morro Gustavo Henrique Nascimento,78,da Mota,DF,40323769
10951,23227,Travessa Antonella Monteiro,497,Silveira dos Dourados,RS,18096874
10952,4382,Ladeira Kaique Peixoto,13,da Luz,BA,68637695
10953,2146,Jardim de Pereira,581,Viana,RR,04058-934
10954,19291,Estação Rodrigues,72,Sales,SE,54592-546
10955,5441,Loteamento de Borges,133,Barbosa,RJ,70232-718
10956,4490,Viela Rebeca Cavalcante,13,Viana,PR,37021784
10957,13377,Aeroporto Barros,15,Mendes,PB,72236817
10958,17420,Recanto de da Rocha,9,Casa Grande dos Dourados,RJ,09084625
10959,7566,Travessa Luan Brito,33,Castro dos Dourados,PI,29913-882
10960,13615,Morro de Moraes,74,Costa,MT,87290129
10961,8973,Recanto de Vasconcelos,53,da Rocha Paulista,MG,23603644
10962,17871,Lago de Barros,47,Novais,RS,37559-778
10963,10752,Praia de Araújo,962,Carvalho das Pedras,AC,05723903
10964,11266,Rua de Cavalcanti,227,da Conceição do Oeste,PA,62740-002
10965,22293,Viela Cardoso,2,Ramos,BA,63153267
